times,series,type,obj_id,color,longitude,latitude,elevation,heading
6,2,vehicle,car13,blue,106.4693553,29.5101127,0.0,-90.0
6,2,vehicle,car14,magenta,106.4695750,29.5101127,0.0,-90.0
6,2,vehicle,car15,green,106.4693443,29.5100272,0.0,-90.0
6,2,vehicle,car30,black,106.4683164,29.5106334,0.0,0.0
6,2,vehicle,car31,cyan,106.4684178,29.5106429,0.0,0.0
6,2,vehicle,car32,black,106.4682116,29.5106283,0.0,0.0
6,2,vehicle,car44,white,106.4687822,29.5092865,0.0,180.0
6,2,vehicle,car42,red,106.4685710,29.5092696,0.0,180.0
6,2,vehicle,car45,black,106.4686719,29.5092705,0.0,180.0
6,2,vehicle,car34,white,106.4684178,29.5107474,0.0,0.0
6,2,vehicle,car48,white,106.4687822,29.5091577,0.0,180.0
6,2,traffic_light,biglights3,green,106.4679594,29.5096164,0.0,90.0
6,2,traffic_light,renlights3,green,106.4679594,29.5096164,0.0,90.0
6,2,traffic_light,renlights4,green,106.4679594,29.5096164,0.0,90.0
6,2,traffic_light,biglights4,red,106.4679594,29.5096164,0.0,90.0
6,2,traffic_light,renlights1,red,106.4679594,29.5096164,0.0,90.0
6,2,traffic_light,renlights2,red,106.4679594,29.5096164,0.0,90.0
6,2,traffic_light,biglights2,red,106.4679594,29.5096164,0.0,90.0
6,2,traffic_light,renlights7,red,106.4679594,29.5096164,0.0,90.0
6,2,traffic_light,renlights8,red,106.4679594,29.5096164,0.0,90.0
6,2,traffic_light,renlights5,red,106.4679594,29.5096164,0.0,90.0
6,2,traffic_light,renlights6,red,106.4679594,29.5096164,0.0,90.0
6,2,traffic_light,biglights1,red,106.4679594,29.5096164,0.0,90.0
6,2,pedestrian,man1,white,106.4685379,29.5094271,0.0,90.0
6,2,pedestrian,man2,black,106.4685482,29.5094599,0.0,90.0
6,2,pedestrian,man3,pink,106.4686363,29.5094745,0.0,90.0
6,2,pedestrian,man4,white,106.4686425,29.5094599,0.0,90.0
6,2,pedestrian,man5,white,106.4683359,29.5094598,0.0,90.0
6,2,pedestrian,man7,white,106.4684332,29.5095394,0.0,-90.0
6,2,pedestrian,man9,blue,106.4680716,29.5104392,0.0,90.0
6,2,pedestrian,man10,green,106.4680716,29.5104698,0.0,90.0
6,2,pedestrian,man11,white,106.4680939,29.5105072,0.0,90.0
6,2,pedestrian,man12,white,106.4688951,29.5104543,0.0,-90.0
6,2,pedestrian,man13,white,106.4688951,29.5104878,0.0,-90.0
6,2,pedestrian,man14,white,106.4678409,29.5102413,0.0,0.0
6,2,pedestrian,man15,black,106.4678182,29.5102413,0.0,0.0
6,2,pedestrian,man16,blue,106.4677863,29.5102183,0.0,0.0
6,2,pedestrian,man18,white,106.4677616,29.5096834,0.0,180.0
7,0,vehicle,car1,pink,106.4685823,29.5103639,0.0,168.7
7,0,vehicle,car2,blue,106.4689630,29.5098253,0.0,90.0
7,0,vehicle,car3,yellow,106.4683551,29.5099820,0.0,126.0
7,0,vehicle,car4,black,106.4680666,29.5099176,0.0,106.7
7,0,vehicle,car5,white,106.4677588,29.5098224,0.0,90.0
7,0,vehicle,car6,red,106.4681109,29.5092081,0.0,0.0
7,0,vehicle,car7,black,106.4684658,29.5098308,0.0,90.0
7,0,vehicle,car11,orange,106.4671349,29.5100983,0.0,-90.0
7,0,vehicle,car13,blue,106.4693553,29.5101127,0.0,-90.0
7,0,vehicle,car14,magenta,106.4695478,29.5101127,0.0,-90.0
7,0,vehicle,car15,green,106.4693443,29.5100272,0.0,-90.0
7,0,vehicle,car30,black,106.4683164,29.5106334,0.0,0.0
7,0,vehicle,car31,cyan,106.4684178,29.5106429,0.0,0.0
7,0,vehicle,car32,black,106.4682116,29.5106283,0.0,0.0
7,0,vehicle,car44,white,106.4687822,29.5092865,0.0,180.0
7,0,vehicle,car42,red,106.4685710,29.5092696,0.0,180.0
7,0,vehicle,car45,black,106.4686719,29.5092705,0.0,180.0
7,0,vehicle,car34,white,106.4684178,29.5107474,0.0,0.0
7,0,vehicle,car48,white,106.4687822,29.5091577,0.0,180.0
7,0,traffic_light,biglights3,green,106.4679594,29.5096164,0.0,90.0
7,0,traffic_light,renlights3,green,106.4679594,29.5096164,0.0,90.0
7,0,traffic_light,renlights4,green,106.4679594,29.5096164,0.0,90.0
7,0,traffic_light,biglights4,red,106.4679594,29.5096164,0.0,90.0
7,0,traffic_light,renlights1,red,106.4679594,29.5096164,0.0,90.0
7,0,traffic_light,renlights2,red,106.4679594,29.5096164,0.0,90.0
7,0,traffic_light,biglights2,red,106.4679594,29.5096164,0.0,90.0
7,0,traffic_light,renlights7,red,106.4679594,29.5096164,0.0,90.0
7,0,traffic_light,renlights8,red,106.4679594,29.5096164,0.0,90.0
7,0,traffic_light,renlights5,red,106.4679594,29.5096164,0.0,90.0
7,0,traffic_light,renlights6,red,106.4679594,29.5096164,0.0,90.0
7,0,traffic_light,biglights1,red,106.4679594,29.5096164,0.0,90.0
7,0,pedestrian,man1,white,106.4685669,29.5094271,0.0,90.0
7,0,pedestrian,man2,black,106.4685764,29.5094599,0.0,90.0
7,0,pedestrian,man3,pink,106.4686693,29.5094745,0.0,90.0
7,0,pedestrian,man4,white,106.4686738,29.5094599,0.0,90.0
7,0,pedestrian,man5,white,106.4683641,29.5094598,0.0,90.0
7,0,pedestrian,man6,black,106.4680696,29.5094598,0.0,90.0
7,0,pedestrian,man7,white,106.4684028,29.5095394,0.0,-90.0
7,0,pedestrian,man9,blue,106.4680716,29.5104392,0.0,90.0
7,0,pedestrian,man10,green,106.4680716,29.5104698,0.0,90.0
7,0,pedestrian,man11,white,106.4680939,29.5105072,0.0,90.0
7,0,pedestrian,man12,white,106.4688951,29.5104543,0.0,-90.0
7,0,pedestrian,man13,white,106.4688951,29.5104878,0.0,-90.0
7,0,pedestrian,man14,white,106.4678409,29.5102413,0.0,0.0
7,0,pedestrian,man15,black,106.4678182,29.5102413,0.0,0.0
7,0,pedestrian,man16,blue,106.4677863,29.5102183,0.0,0.0
7,0,pedestrian,man18,white,106.4677616,29.5096834,0.0,180.0
7,1,vehicle,car1,pink,106.4686056,29.5104078,0.0,172.5
7,1,vehicle,car2,blue,106.4690635,29.5098253,0.0,90.0
7,1,vehicle,car3,yellow,106.4684193,29.5100169,0.0,132.0
7,1,vehicle,car4,black,106.4681226,29.5099291,0.0,111.6
7,1,vehicle,car5,white,106.4678603,29.5098224,0.0,90.0
7,1,vehicle,car6,red,106.4681110,29.5091370,0.0,0.0
7,1,vehicle,car7,black,106.4685163,29.5098308,0.0,90.0
7,1,vehicle,car13,blue,106.4693553,29.5101127,0.0,-90.0
7,1,vehicle,car14,magenta,106.4695207,29.5101127,0.0,-90.0
7,1,vehicle,car15,green,106.4693443,29.5100272,0.0,-90.0
7,1,vehicle,car30,black,106.4683164,29.5106334,0.0,0.0
7,1,vehicle,car31,cyan,106.4684178,29.5106429,0.0,0.0
7,1,vehicle,car32,black,106.4682116,29.5106283,0.0,0.0
7,1,vehicle,car44,white,106.4687822,29.5092865,0.0,180.0
7,1,vehicle,car42,red,106.4685710,29.5092696,0.0,180.0
7,1,vehicle,car45,black,106.4686719,29.5092705,0.0,180.0
7,1,vehicle,car34,white,106.4684178,29.5107474,0.0,0.0
7,1,vehicle,car48,white,106.4687822,29.5091577,0.0,180.0
7,1,traffic_light,biglights3,green,106.4679594,29.5096164,0.0,90.0
7,1,traffic_light,renlights3,green,106.4679594,29.5096164,0.0,90.0
7,1,traffic_light,renlights4,green,106.4679594,29.5096164,0.0,90.0
7,1,traffic_light,biglights4,red,106.4679594,29.5096164,0.0,90.0
7,1,traffic_light,renlights1,red,106.4679594,29.5096164,0.0,90.0
7,1,traffic_light,renlights2,red,106.4679594,29.5096164,0.0,90.0
7,1,traffic_light,biglights2,red,106.4679594,29.5096164,0.0,90.0
7,1,traffic_light,renlights7,red,106.4679594,29.5096164,0.0,90.0
7,1,traffic_light,renlights8,red,106.4679594,29.5096164,0.0,90.0
7,1,traffic_light,renlights5,red,106.4679594,29.5096164,0.0,90.0
7,1,traffic_light,renlights6,red,106.4679594,29.5096164,0.0,90.0
7,1,traffic_light,biglights1,red,106.4679594,29.5096164,0.0,90.0
7,1,pedestrian,man1,white,106.4685958,29.5094271,0.0,90.0
7,1,pedestrian,man2,black,106.4686045,29.5094599,0.0,90.0
7,1,pedestrian,man3,pink,106.4687022,29.5094745,0.0,90.0
7,1,pedestrian,man4,white,106.4687051,29.5094599,0.0,90.0
7,1,pedestrian,man5,white,106.4683922,29.5094599,0.0,90.0
7,1,pedestrian,man6,black,106.4680696,29.5094598,0.0,90.0
7,1,pedestrian,man7,white,106.4683724,29.5095393,0.0,-90.0
7,1,pedestrian,man9,blue,106.4680716,29.5104392,0.0,90.0
7,1,pedestrian,man10,green,106.4680716,29.5104698,0.0,90.0
7,1,pedestrian,man11,white,106.4680939,29.5105072,0.0,90.0
7,1,pedestrian,man12,white,106.4688951,29.5104543,0.0,-90.0
7,1,pedestrian,man13,white,106.4688951,29.5104878,0.0,-90.0
7,1,pedestrian,man14,white,106.4678409,29.5102413,0.0,0.0
7,1,pedestrian,man15,black,106.4678182,29.5102413,0.0,0.0
7,1,pedestrian,man16,blue,106.4677863,29.5102183,0.0,0.0
7,1,pedestrian,man18,white,106.4677616,29.5096834,0.0,180.0
7,2,vehicle,car1,pink,106.4686259,29.5104527,0.0,176.3
7,2,vehicle,car2,blue,106.4691639,29.5098253,0.0,90.0
7,2,vehicle,car3,yellow,106.4684795,29.5100568,0.0,138.0
7,2,vehicle,car4,black,106.4681775,29.5099444,0.0,116.4
7,2,vehicle,car5,white,106.4679619,29.5098224,0.0,90.0
7,2,vehicle,car6,red,106.4681110,29.5090660,0.0,0.0
7,2,vehicle,car7,black,106.4685667,29.5098308,0.0,90.0
7,2,vehicle,car13,blue,106.4693553,29.5101127,0.0,-90.0
7,2,vehicle,car14,magenta,106.4694935,29.5101127,0.0,-90.0
7,2,vehicle,car15,green,106.4693443,29.5100272,0.0,-90.0
7,2,vehicle,car30,black,106.4683164,29.5106334,0.0,0.0
7,2,vehicle,car31,cyan,106.4684178,29.5106429,0.0,0.0
7,2,vehicle,car32,black,106.4682116,29.5106283,0.0,0.0
7,2,vehicle,car44,white,106.4687822,29.5092865,0.0,180.0
7,2,vehicle,car42,red,106.4685710,29.5092696,0.0,180.0
7,2,vehicle,car45,black,106.4686719,29.5092705,0.0,180.0
7,2,vehicle,car34,white,106.4684178,29.5107474,0.0,0.0
7,2,vehicle,car48,white,106.4687822,29.5091577,0.0,180.0
7,2,traffic_light,biglights3,green,106.4679594,29.5096164,0.0,90.0
7,2,traffic_light,renlights3,green,106.4679594,29.5096164,0.0,90.0
7,2,traffic_light,renlights4,green,106.4679594,29.5096164,0.0,90.0
7,2,traffic_light,biglights4,red,106.4679594,29.5096164,0.0,90.0
7,2,traffic_light,renlights1,red,106.4679594,29.5096164,0.0,90.0
7,2,traffic_light,renlights2,red,106.4679594,29.5096164,0.0,90.0
7,2,traffic_light,biglights2,red,106.4679594,29.5096164,0.0,90.0
7,2,traffic_light,renlights7,red,106.4679594,29.5096164,0.0,90.0
7,2,traffic_light,renlights8,red,106.4679594,29.5096164,0.0,90.0
7,2,traffic_light,renlights5,red,106.4679594,29.5096164,0.0,90.0
7,2,traffic_light,renlights6,red,106.4679594,29.5096164,0.0,90.0
7,2,traffic_light,biglights1,red,106.4679594,29.5096164,0.0,90.0
7,2,pedestrian,man1,white,106.4686248,29.5094271,0.0,90.0
7,2,pedestrian,man2,black,106.4686327,29.5094599,0.0,90.0
7,2,pedestrian,man3,pink,106.4687352,29.5094745,0.0,90.0
7,2,pedestrian,man4,white,106.4687364,29.5094599,0.0,90.0
7,2,pedestrian,man5,white,106.4684204,29.5094599,0.0,90.0
7,2,pedestrian,man6,black,106.4680696,29.5094598,0.0,90.0
7,2,pedestrian,man7,white,106.4683421,29.5095393,0.0,-90.0
7,2,pedestrian,man9,blue,106.4680716,29.5104392,0.0,90.0
7,2,pedestrian,man10,green,106.4680716,29.5104698,0.0,90.0
7,2,pedestrian,man11,white,106.4680939,29.5105072,0.0,90.0
7,2,pedestrian,man12,white,106.4688951,29.5104543,0.0,-90.0
7,2,pedestrian,man13,white,106.4688951,29.5104878,0.0,-90.0
7,2,pedestrian,man14,white,106.4678409,29.5102413,0.0,0.0
7,2,pedestrian,man15,black,106.4678182,29.5102413,0.0,0.0
7,2,pedestrian,man16,blue,106.4677863,29.5102183,0.0,0.0
7,2,pedestrian,man18,white,106.4677616,29.5096834,0.0,180.0
8,0,vehicle,car1,pink,106.4686433,29.5104986,0.0,180.0
8,0,vehicle,car1,pink,106.4686433,29.5104986,0.0,180.0
8,0,vehicle,car2,blue,106.4692644,29.5098253,0.0,90.0
8,0,vehicle,car3,yellow,106.4685353,29.5101014,0.0,144.0
8,0,vehicle,car4,black,106.4682309,29.5099634,0.0,121.3
8,0,vehicle,car5,white,106.4680635,29.5098224,0.0,90.0
8,0,vehicle,car6,red,106.4681110,29.5089949,0.0,0.0
8,0,vehicle,car7,black,106.4686172,29.5098309,0.0,90.0
8,0,vehicle,car13,blue,106.4693553,29.5101127,0.0,-90.0
8,0,vehicle,car14,magenta,106.4694664,29.5101127,0.0,-90.0
8,0,vehicle,car14,magenta,106.4694664,29.5101127,0.0,-90.0
8,0,vehicle,car15,green,106.4693443,29.5100272,0.0,-90.0
8,0,vehicle,car30,black,106.4683164,29.5106334,0.0,0.0
8,0,vehicle,car31,cyan,106.4684178,29.5106429,0.0,0.0
8,0,vehicle,car32,black,106.4682116,29.5106283,0.0,0.0
8,0,vehicle,car44,white,106.4687822,29.5092865,0.0,180.0
8,0,vehicle,car46,black,106.4686721,29.5086612,0.0,180.0
8,0,vehicle,car42,red,106.4685710,29.5092696,0.0,180.0
8,0,vehicle,car45,black,106.4686719,29.5092705,0.0,180.0
8,0,vehicle,car45,black,106.4686719,29.5092705,0.0,180.0
8,0,vehicle,car34,white,106.4684178,29.5107474,0.0,0.0
8,0,vehicle,car48,white,106.4687822,29.5091577,0.0,180.0
8,0,traffic_light,biglights3,green,106.4679594,29.5096164,0.0,90.0
8,0,traffic_light,renlights3,green,106.4679594,29.5096164,0.0,90.0
8,0,traffic_light,renlights4,green,106.4679594,29.5096164,0.0,90.0
8,0,traffic_light,biglights4,red,106.4679594,29.5096164,0.0,90.0
8,0,traffic_light,renlights1,red,106.4679594,29.5096164,0.0,90.0
8,0,traffic_light,renlights2,red,106.4679594,29.5096164,0.0,90.0
8,0,traffic_light,biglights2,red,106.4679594,29.5096164,0.0,90.0
8,0,traffic_light,renlights7,red,106.4679594,29.5096164,0.0,90.0
8,0,traffic_light,renlights8,red,106.4679594,29.5096164,0.0,90.0
8,0,traffic_light,renlights5,red,106.4679594,29.5096164,0.0,90.0
8,0,traffic_light,renlights6,red,106.4679594,29.5096164,0.0,90.0
8,0,traffic_light,biglights1,red,106.4679594,29.5096164,0.0,90.0
8,0,pedestrian,man1,white,106.4686537,29.5094271,0.0,90.0
8,0,pedestrian,man2,black,106.4686608,29.5094599,0.0,90.0
8,0,pedestrian,man3,pink,106.4687682,29.5094745,0.0,90.0
8,0,pedestrian,man4,white,106.4687677,29.5094599,0.0,90.0
8,0,pedestrian,man5,white,106.4684485,29.5094599,0.0,90.0
8,0,pedestrian,man6,black,106.4680696,29.5094598,0.0,90.0
8,0,pedestrian,man7,white,106.4683117,29.5095393,0.0,-90.0
8,0,pedestrian,man9,blue,106.4680716,29.5104392,0.0,90.0
8,0,pedestrian,man10,green,106.4680716,29.5104698,0.0,90.0
8,0,pedestrian,man11,white,106.4680939,29.5105072,0.0,90.0
8,0,pedestrian,man12,white,106.4688951,29.5104543,0.0,-90.0
8,0,pedestrian,man13,white,106.4688951,29.5104878,0.0,-90.0
8,0,pedestrian,man14,white,106.4678409,29.5102413,0.0,0.0
8,0,pedestrian,man15,black,106.4678182,29.5102413,0.0,0.0
8,0,pedestrian,man16,blue,106.4677863,29.5102183,0.0,0.0
8,0,pedestrian,man18,white,106.4677616,29.5096834,0.0,180.0
8,1,vehicle,car1,pink,106.4686432,29.5105472,0.0,180.0
8,1,vehicle,car2,blue,106.4693649,29.5098253,0.0,90.0
8,1,vehicle,car3,yellow,106.4685861,29.5101504,0.0,150.0
8,1,vehicle,car4,black,106.4682825,29.5099859,0.0,126.2
8,1,vehicle,car5,white,106.4681651,29.5098225,0.0,90.0
8,1,vehicle,car6,red,106.4681110,29.5089238,0.0,0.0
8,1,vehicle,car7,black,106.4686676,29.5098309,0.0,90.0
8,1,vehicle,car7,black,106.4686676,29.5098309,0.0,90.0
8,1,vehicle,car13,blue,106.4693553,29.5101127,0.0,-90.0
8,1,vehicle,car14,magenta,106.4694664,29.5101127,0.0,-90.0
8,1,vehicle,car15,green,106.4693443,29.5100272,0.0,-90.0
8,1,vehicle,car30,black,106.4683164,29.5106334,0.0,0.0
8,1,vehicle,car31,cyan,106.4684178,29.5106429,0.0,0.0
8,1,vehicle,car32,black,106.4682116,29.5106283,0.0,0.0
8,1,vehicle,car44,white,106.4687822,29.5092865,0.0,180.0
8,1,vehicle,car46,black,106.4686721,29.5086951,0.0,180.0
8,1,vehicle,car42,red,106.4685710,29.5092696,0.0,180.0
8,1,vehicle,car45,black,106.4686719,29.5092705,0.0,183.3
8,1,vehicle,car34,white,106.4684178,29.5107474,0.0,0.0
8,1,vehicle,car48,white,106.4687822,29.5091577,0.0,180.0
8,1,traffic_light,biglights3,green,106.4679594,29.5096164,0.0,90.0
8,1,traffic_light,renlights3,green,106.4679594,29.5096164,0.0,90.0
8,1,traffic_light,renlights4,green,106.4679594,29.5096164,0.0,90.0
8,1,traffic_light,biglights4,red,106.4679594,29.5096164,0.0,90.0
8,1,traffic_light,renlights1,red,106.4679594,29.5096164,0.0,90.0
8,1,traffic_light,renlights2,red,106.4679594,29.5096164,0.0,90.0
8,1,traffic_light,biglights2,red,106.4679594,29.5096164,0.0,90.0
8,1,traffic_light,renlights7,red,106.4679594,29.5096164,0.0,90.0
8,1,traffic_light,renlights8,red,106.4679594,29.5096164,0.0,90.0
8,1,traffic_light,renlights5,red,106.4679594,29.5096164,0.0,90.0
8,1,traffic_light,renlights6,red,106.4679594,29.5096164,0.0,90.0
8,1,traffic_light,biglights1,red,106.4679594,29.5096164,0.0,90.0
8,1,pedestrian,man1,white,106.4686826,29.5094271,0.0,90.0
8,1,pedestrian,man2,black,106.4686890,29.5094599,0.0,90.0
8,1,pedestrian,man3,pink,106.4688012,29.5094745,0.0,90.0
8,1,pedestrian,man4,white,106.4687990,29.5094599,0.0,90.0
8,1,pedestrian,man5,white,106.4684767,29.5094599,0.0,90.0
8,1,pedestrian,man6,black,106.4681047,29.5094598,0.0,90.0
8,1,pedestrian,man7,white,106.4682813,29.5095393,0.0,-90.0
8,1,pedestrian,man9,blue,106.4680716,29.5104392,0.0,90.0
8,1,pedestrian,man10,green,106.4680716,29.5104698,0.0,90.0
8,1,pedestrian,man11,white,106.4680939,29.5105072,0.0,90.0
8,1,pedestrian,man12,white,106.4688951,29.5104543,0.0,-90.0
8,1,pedestrian,man13,white,106.4688951,29.5104878,0.0,-90.0
8,1,pedestrian,man14,white,106.4678409,29.5102413,0.0,0.0
8,1,pedestrian,man15,black,106.4678182,29.5102413,0.0,0.0
8,1,pedestrian,man16,blue,106.4677863,29.5102183,0.0,0.0
8,1,pedestrian,man18,white,106.4677616,29.5096834,0.0,180.0
8,2,vehicle,car1,pink,106.4686432,29.5105958,0.0,180.0
8,2,vehicle,car2,blue,106.4694653,29.5098254,0.0,90.0
8,2,vehicle,car3,yellow,106.4686314,29.5102032,0.0,156.0
8,2,vehicle,car4,black,106.4683319,29.5100118,0.0,131.1
8,2,vehicle,car5,white,106.4682667,29.5098225,0.0,90.0
8,2,vehicle,car6,red,106.4681111,29.5088528,0.0,0.0
8,2,vehicle,car7,black,106.4687733,29.5098303,0.0,90.0
8,2,vehicle,car13,blue,106.4693553,29.5101127,0.0,-90.0
8,2,vehicle,car14,magenta,106.4694664,29.5101127,0.0,-90.0
8,2,vehicle,car15,green,106.4693443,29.5100272,0.0,-90.0
8,2,vehicle,car30,black,106.4683164,29.5106334,0.0,0.0
8,2,vehicle,car31,cyan,106.4684178,29.5106429,0.0,0.0
8,2,vehicle,car32,black,106.4682116,29.5106283,0.0,0.0
8,2,vehicle,car44,white,106.4687822,29.5092865,0.0,180.0
8,2,vehicle,car46,black,106.4686721,29.5087290,0.0,180.0
8,2,vehicle,car42,red,106.4685710,29.5092696,0.0,180.0
8,2,vehicle,car45,black,106.4686719,29.5092705,0.0,186.7
8,2,vehicle,car34,white,106.4684178,29.5107474,0.0,0.0
8,2,vehicle,car48,white,106.4687822,29.5091577,0.0,180.0
8,2,traffic_light,biglights3,green,106.4679594,29.5096164,0.0,90.0
8,2,traffic_light,renlights3,green,106.4679594,29.5096164,0.0,90.0
8,2,traffic_light,renlights4,green,106.4679594,29.5096164,0.0,90.0
8,2,traffic_light,biglights4,red,106.4679594,29.5096164,0.0,90.0
8,2,traffic_light,renlights1,red,106.4679594,29.5096164,0.0,90.0
8,2,traffic_light,renlights2,red,106.4679594,29.5096164,0.0,90.0
8,2,traffic_light,biglights2,red,106.4679594,29.5096164,0.0,90.0
8,2,traffic_light,renlights7,red,106.4679594,29.5096164,0.0,90.0
8,2,traffic_light,renlights8,red,106.4679594,29.5096164,0.0,90.0
8,2,traffic_light,renlights5,red,106.4679594,29.5096164,0.0,90.0
8,2,traffic_light,renlights6,red,106.4679594,29.5096164,0.0,90.0
8,2,traffic_light,biglights1,red,106.4679594,29.5096164,0.0,90.0
8,2,pedestrian,man1,white,106.4687116,29.5094271,0.0,90.0
8,2,pedestrian,man2,black,106.4687171,29.5094599,0.0,90.0
8,2,pedestrian,man3,pink,106.4688341,29.5094745,0.0,90.0
8,2,pedestrian,man4,white,106.4688303,29.5094600,0.0,90.0
8,2,pedestrian,man5,white,106.4685049,29.5094599,0.0,90.0
8,2,pedestrian,man6,black,106.4681400,29.5094598,0.0,90.0
8,2,pedestrian,man7,white,106.4682510,29.5095393,0.0,-90.0
8,2,pedestrian,man9,blue,106.4680716,29.5104392,0.0,90.0
8,2,pedestrian,man10,green,106.4680716,29.5104698,0.0,90.0
8,2,pedestrian,man11,white,106.4680939,29.5105072,0.0,90.0
8,2,pedestrian,man12,white,106.4688951,29.5104543,0.0,-90.0
8,2,pedestrian,man13,white,106.4688951,29.5104878,0.0,-90.0
8,2,pedestrian,man14,white,106.4678409,29.5102413,0.0,0.0
8,2,pedestrian,man15,black,106.4678182,29.5102413,0.0,0.0
8,2,pedestrian,man16,blue,106.4677863,29.5102183,0.0,0.0
8,2,pedestrian,man18,white,106.4677616,29.5096834,0.0,180.0
9,0,vehicle,car1,pink,106.4686432,29.5106444,0.0,180.0
9,0,vehicle,car2,blue,106.4695658,29.5098254,0.0,90.0
9,0,vehicle,car3,yellow,106.4686711,29.5102595,0.0,162.0
9,0,vehicle,car4,black,106.4683789,29.5100410,0.0,136.0
9,0,vehicle,car5,white,106.4683683,29.5098225,0.0,90.0
9,0,vehicle,car6,red,106.4681111,29.5087817,0.0,0.0
9,0,vehicle,car7,black,106.4688789,29.5098297,0.0,90.0
9,0,vehicle,car13,blue,106.4693553,29.5101127,0.0,-90.0
9,0,vehicle,car14,magenta,106.4694664,29.5101127,0.0,-90.0
9,0,vehicle,car15,green,106.4693443,29.5100272,0.0,-90.0
9,0,vehicle,car30,black,106.4683164,29.5106334,0.0,0.0
9,0,vehicle,car31,cyan,106.4684178,29.5106429,0.0,0.0
9,0,vehicle,car32,black,106.4682116,29.5106283,0.0,0.0
9,0,vehicle,car44,white,106.4687822,29.5092865,0.0,180.0
9,0,vehicle,car46,black,106.4686721,29.5087629,0.0,180.0
9,0,vehicle,car42,red,106.4685710,29.5092696,0.0,180.0
9,0,vehicle,car45,black,106.4686719,29.5092705,0.0,190.0
9,0,vehicle,car45,black,106.4686719,29.5092705,0.0,190.0
9,0,vehicle,car34,white,106.4684178,29.5107474,0.0,0.0
9,0,vehicle,car48,white,106.4687822,29.5091577,0.0,180.0
9,0,traffic_light,biglights3,green,106.4679594,29.5096164,0.0,90.0
9,0,traffic_light,renlights3,green,106.4679594,29.5096164,0.0,90.0
9,0,traffic_light,renlights4,green,106.4679594,29.5096164,0.0,90.0
9,0,traffic_light,biglights4,red,106.4679594,29.5096164,0.0,90.0
9,0,traffic_light,renlights1,red,106.4679594,29.5096164,0.0,90.0
9,0,traffic_light,renlights2,red,106.4679594,29.5096164,0.0,90.0
9,0,traffic_light,biglights2,red,106.4679594,29.5096164,0.0,90.0
9,0,traffic_light,renlights7,red,106.4679594,29.5096164,0.0,90.0
9,0,traffic_light,renlights8,red,106.4679594,29.5096164,0.0,90.0
9,0,traffic_light,renlights5,red,106.4679594,29.5096164,0.0,90.0
9,0,traffic_light,renlights6,red,106.4679594,29.5096164,0.0,90.0
9,0,traffic_light,biglights1,red,106.4679594,29.5096164,0.0,90.0
9,0,pedestrian,man1,white,106.4687405,29.5094272,0.0,90.0
9,0,pedestrian,man2,black,106.4687453,29.5094599,0.0,90.0
9,0,pedestrian,man3,pink,106.4688671,29.5094745,0.0,90.0
9,0,pedestrian,man4,white,106.4688616,29.5094600,0.0,90.0
9,0,pedestrian,man5,white,106.4685330,29.5094599,0.0,90.0
9,0,pedestrian,man6,black,106.4681751,29.5094598,0.0,90.0
9,0,pedestrian,man7,white,106.4682206,29.5095393,0.0,-90.0
9,0,pedestrian,man9,blue,106.4680716,29.5104392,0.0,90.0
9,0,pedestrian,man10,green,106.4680716,29.5104698,0.0,90.0
9,0,pedestrian,man11,white,106.4680939,29.5105072,0.0,90.0
9,0,pedestrian,man12,white,106.4688951,29.5104543,0.0,-90.0
9,0,pedestrian,man13,white,106.4688951,29.5104878,0.0,-90.0
9,0,pedestrian,man14,white,106.4678409,29.5102413,0.0,0.0
9,0,pedestrian,man15,black,106.4678182,29.5102413,0.0,0.0
9,0,pedestrian,man16,blue,106.4677863,29.5102183,0.0,0.0
9,0,pedestrian,man18,white,106.4677616,29.5096834,0.0,180.0
9,1,vehicle,car1,pink,106.4686432,29.5106930,0.0,180.0
9,1,vehicle,car2,blue,106.4696662,29.5098254,0.0,90.0
9,1,vehicle,car3,yellow,106.4687046,29.5103188,0.0,168.0
9,1,vehicle,car4,black,106.4684231,29.5100732,0.0,140.9
9,1,vehicle,car5,white,106.4684699,29.5098225,0.0,90.0
9,1,vehicle,car6,red,106.4681111,29.5087106,0.0,0.0
9,1,vehicle,car7,black,106.4689846,29.5098292,0.0,90.0
9,1,vehicle,car13,blue,106.4693553,29.5101127,0.0,-90.0
9,1,vehicle,car14,magenta,106.4694664,29.5101127,0.0,-90.0
9,1,vehicle,car15,green,106.4693443,29.5100272,0.0,-90.0
9,1,vehicle,car30,black,106.4683164,29.5106334,0.0,0.0
9,1,vehicle,car31,cyan,106.4684178,29.5106429,0.0,0.0
9,1,vehicle,car32,black,106.4682116,29.5106283,0.0,0.0
9,1,vehicle,car44,white,106.4687822,29.5092865,0.0,180.0
9,1,vehicle,car46,black,106.4686721,29.5087967,0.0,180.0
9,1,vehicle,car42,red,106.4685710,29.5092696,0.0,180.0
9,1,vehicle,car45,black,106.4686719,29.5092705,0.0,186.7
9,1,vehicle,car34,white,106.4684178,29.5107474,0.0,0.0
9,1,vehicle,car48,white,106.4687822,29.5091577,0.0,180.0
9,1,traffic_light,biglights3,green,106.4679594,29.5096164,0.0,90.0
9,1,traffic_light,renlights3,green,106.4679594,29.5096164,0.0,90.0
9,1,traffic_light,renlights4,green,106.4679594,29.5096164,0.0,90.0
9,1,traffic_light,biglights4,red,106.4679594,29.5096164,0.0,90.0
